	corpus	htid	author	title	pub_date	genre	gender	white	origin_area	origin_nation	pub_code	imprint
555	Prominent	coo1.ark:/13960/t3417ht19	Bennett, Arnold	Mr. Prohack	1922.0	Fiction-Novel	Male	white	Britain	England		
556	Prominent	uc1.$b322675	Bennett, Arnold	Lilian 	1922.0	Fiction-Novel	Male	white	Britain	England		
557	Prominent	mdp.39015005948743	Bennett, Arnold	Riceyman Steps: A Novel	1923.0	Fiction-Novel	Male	white	Britain	England		
558	Prominent	uc1.b3796882	Bennett, Arnold	Elsie and the Child	1924.0	Fiction-Stories	Male	white	Britain	England		
560	Prominent	mdp.39015031224069	Bennett, Arnold	The Vanguard: A Fantasia	1927.0	Fiction-Novel	Male	white	Britain	England		
561	Prominent	uc1.b3811092	Bennett, Arnold	The Woman Who Stole Everything, and Other Stories	1927.0	Fiction-Stories	Male	white	Britain	England		
562	Prominent	uc1.b3796874	Bennett, Arnold	Accident	1929.0	Fiction-Novel	Male	white	Britain	England		
563	Prominent	mdp.49015000915224	Bennett, Arnold	Imperial Palace	1930.0	Fiction-Novel	Male	white	Britain	England		
564	Prominent	uc1.b3811079	Bennett, Arnold	The Night Visitor, and Other Stories	1931.0	Fiction-Stories	Male	white	Britain	England		
565	Prominent	mdp.39015031224093	Bennett, Arnold	Dream of Destiny: An Unfinished Novel and Venus Rising from the Sea	1932.0	Fiction-Novel	Male	white	Britain	England		
566	Prominent	nyp.33433074926712	Benson, E. F.	Queen Lucia	1920.0	Fiction-Novel	Male	white	Britain	England		
568	Prominent	inu.30000067523815	Benson, E. F.	Lucia in London	1927.0	Fiction-Novel	Male	white	Britain	England		
572	Prominent	uiug.30112041400711	Bentley, E. C.	Trent's Last Case	1913.0	Fiction-Novel	Male	white	Britain	England		
574	Prominent	uc1.$b439708	Bowen, Elizabeth	Encounters	1925.0	Fiction-Stories	Female	white	Ireland	Ireland - England		
575	Prominent	mdp.39015030846771	Bowen, Elizabeth	Ann Lee's, and Other Stories	1926.0	Fiction-Stories	Female	white	Ireland	Ireland - England		
576	Prominent	mdp.49015000920166	Bowen, Elizabeth	The Hotel	1927.0	Fiction-Novel	Female	white	Ireland	Ireland - England		
577	Prominent	mdp.39015016867767	Bowen, Elizabeth	The Last September	1929.0	Fiction-Novel	Female	white	Ireland	Ireland - England		
579	Prominent	mdp.39015010378282	Bowen, Elizabeth	Friends and Relations	1931.0	Fiction-Novel	Female	white	Ireland	Ireland - England		
580	Prominent	pst.000013460631	Bowen, Elizabeth	To the North	1932.0	Fiction-Novel	Female	white	Ireland	Ireland - England		
581	Prominent	mdp.39015020726702	Bowen, Elizabeth	The Cat Jumps, and Other Stories	1934.0	Fiction-Stories	Female	white	Ireland	Ireland - England		
582	Prominent	inu.39000001020226	Bowen, Elizabeth	The House in Paris	1935.0	Fiction-Novel	Female	white	Ireland	Ireland - England		
583	Prominent	mdp.39015008045257	Bowen, Elizabeth	The Death of the Heart	1938.0	Fiction-Novel	Female	white	Ireland	Ireland - England		
588	Prominent	uc2.ark:/13960/t8rb78c05	Buchan, John	Prester John	1910.0	Fiction-Novel	Male	white	Britain	Scotland		
589	Prominent	hvd.32044010252005	Buchan, John	The Thirty-Nine steps	1915.0	Fiction-Novel	Male	white	Britain	Scotland		
590	Prominent	mdp.39015025040745	Buchan, John	Greenmantle	1916.0	Fiction-Novel	Male	white	Britain	Scotland		
592	Prominent	pst.000032564228	Burnett, Frances Hodgston	Little Lord Fauntleroy	1886.0	Fiction-Novel	Female	white	Britain	England - US		
593	Prominent	mdp.39015002311556	Burnett, Frances Hodgston	The Secret Garden	1911.0	Fiction-Novel	Female	white	Britain	England		
595	Prominent	coo.31924006118453	Carroll, Lewis	Sylvie and Bruno	1889.0	Fiction-Novel	Male	white	Britain	England		
596	Prominent	mdp.39015008311048	Chesterton, G. K.	The Napoleon of Notting Hill	1904.0	Fiction-Novel	Male	white	Britain	England		
597	Prominent	uc1.32106017177491	Chesterton, G. K.	The Club of Queer Trades	1905.0	Fiction-Stories	Male	white	Britain	England		
598	Prominent	mdp.49015001034074	Chesterton, G. K.	The Man Who Was Thursday: A Nightmare	1908.0	Fiction-Novel	Male	white	Britain	England		
599	Prominent	inu.39000004633983	Chesterton, G. K.	The Ball and the Cross	1909.0	Fiction-Novel	Male	white	Britain	England		
600	Prominent	uc1.32106001930137	Chesterton, G. K.	The Innocence of Father Brown	1911.0	Fiction-Novel	Male	white	Britain	England		
601	Prominent	mdp.39015005041283	Chesterton, G. K.	The Wisdom of Father Brown	1912.0	Fiction-Novel	Male	white	Britain	England		
602	Prominent	nyp.33433081998340	Chesterton, G. K.	Manalive	1912.0	Fiction-Novel	Male	white	Britain	England		
603	Prominent	uc1.32106005418808	Chesterton, G. K.	The Flying Inn	1914.0	Fiction-Stories	Male	white	Britain	England		
604	Prominent	coo1.ark:/13960/t9v12m24d	Chesterton, G. K.	The Man Who Knew Too Much, and Other Stories	1922.0	Fiction-Stories	Male	white	Britain	England		
605	Prominent	mdp.39015030724986	Chesterton, G. K.	Tales of the Long Bow	1925.0	Fiction-Stories	Male	white	Britain	England		
606	Prominent	mdp.39015016884994	Chesterton, G. K.	The Incredulity of Father Brown	1926.0	Fiction-Stories	Male	white	Britain	England		
607	Prominent	mdp.39015010701871	Chesterton, G. K.	The Secret of Father Brown	1927.0	Fiction-Novel	Male	white	Britain	England		
608	Prominent	uc1.b4582173	Chesterton, G. K.	The Return of Don Quixote	1927.0	Fiction-Novel	Male	white	Britain	England		
609	Prominent	uc1.$b87357	Chesterton, G. K.	The Sword of Wood	1928.0	Fiction-Stories	Male	white	Britain	England		
610	Prominent	uc1.$b251513	Chesterton, G. K.	Four Faultless Felons 	1930.0	Fiction-Stories	Male	white	Britain	England		
611	Prominent	inu.32000005550878	Chesterton, G. K.	The Scandal of Father Brown	1935.0	Fiction-Stories	Male	white	Britain	England		
612	Prominent	inu.39000004309766	Chesterton, G. K.	The Paradoxes of Mr. Pond	1937.0	Fiction-Stories	Male	white	Britain	England		
613	Prominent	hvd.hn5fum	Childers, Erskine	The Riddle of Sands	1903.0	Fiction-Novel	Male	white	Britain	England		
614	Prominent	mdp.39015039039691	Christie, Agatha	The Murder of Roger Ackroyd	1926.0	Fiction-Novel	Female	white	Britain	England		
615	Prominent	inu.30000001017874	Christie, Agatha	Murder on the Orient Express	1934.0	Fiction-Novel	Female	white	Britain	England		
617	Prominent	mdp.39015004165125	Compton-Burnett, Ivy	Dolores	1911.0	Fiction-Novel	Female	white	Britain	England		
618	Prominent	mdp.39015013439065	Compton-Burnett, Ivy	Pastors and Masters: A Study	1925.0	Fiction-Novel	Female	white	Britain	England		
619	Prominent	mdp.39015009283667	Compton-Burnett, Ivy	Brothers and Sisters	1929.0	Fiction-Novel	Female	white	Britain	England		
620	Prominent	uc1.32106001975207	Compton-Burnett, Ivy	Men and Wives	1931.0	Fiction-Novel	Female	white	Britain	England		
621	Prominent	inu.32000005560109	Compton-Burnett, Ivy	More Women Than Men	1933.0	Fiction-Novel	Female	white	Britain	England		
622	Prominent	uc1.b3862556	Compton-Burnett, Ivy	A House and Its Head	1935.0	Fiction-Novel	Female	white	Britain	England		
623	Prominent	mdp.39015008044854	Compton-Burnett, Ivy	Daughters and Sons	1937.0	Fiction-Novel	Female	white	Britain	England		
624	Prominent	mdp.39015030727195	Compton-Burnett, Ivy	A Family and a Fortune	1939.0	Fiction-Novel	Female	white	Britain	England		
627	Prominent	inu.30000038183293	Conan Doyle, Arthur	A Study in Scarlet	1887.0	Fiction-Novel	Male	white	Britain	Scotland		
628	Prominent	pst.000033636887	Conan Doyle, Arthur	The Sign of Four	1889.0	Fiction-Novel	Male	white	Britain	Scotland		
629	Prominent	inu.30000117261093	Conan Doyle, Arthur	The Adventures of Sherlock Holmes	1891.0	Fiction-Novel	Male	white	Britain	Scotland		
630	Prominent	inu.39000003171605	Conan Doyle, Arthur	The Memoirs of Sherlock Holmes	1893.0	Fiction-Novel	Male	white	Britain	Scotland		
631	Prominent	pst.000026767062	Conan Doyle, Arthur	The Hound of the Baskervilles	1901.0	Fiction-Novel	Male	white	Britain	Scotland		
632	Prominent	mdp.39015079184662	Conan Doyle, Arthur	The Return of Sherlock Holmes	1905.0	Fiction-Novel	Male	white	Britain	Scotland		
633	Prominent	osu.32435061047858	Conan Doyle, Arthur	The Lost World	1912.0	Fiction-Novel	Male	white	Britain	Scotland		
634	Prominent	inu.32000002820936	Conrad, Joseph	Almayer's Folly	1895.0	Fiction-Novel	Male	white	Europe	Poland - England		
635	Prominent	uc1.32106014380650	Conrad, Joseph	An Outcast of the Islands	1896.0	Fiction-Novel	Male	white	Europe	Poland - England		
636	Prominent	inu.32000005560356	Conrad, Joseph	The Nigger of the Narcissus	1897.0	Fiction-Novel	Male	white	Europe	Poland - England		
637	Prominent	mdp.39015011304147	Conrad, Joseph	Tales of Unrest	1898.0	Fiction-Stories	Male	white	Europe	Poland - England		
638	Prominent	mdp.39015077636358	Conrad, Joseph	Lord Jim: A Tale	1900.0	Fiction-Novel	Male	white	Europe	Poland - England		
639	Prominent	pst.000005348527	Conrad, Joseph	The Inheritors: An Extravagant Story	1901.0	Fiction-Novel	Male	white	Europe	Poland - England		
640	Prominent	uc1.32106001976155	Conrad, Joseph	Youth: A Narrative, and Two Other Stories	1902.0	Fiction-Stories	Male	white	Europe	Poland - England		
641	Prominent	pst.000010073353	Conrad, Joseph	Romance: A Novel	1903.0	Fiction-Novel	Male	white	Europe	Poland - England		
642	Prominent	pst.000019367736	Conrad, Joseph	Typhoon and Other Stories	1903.0	Fiction-Stories	Male	white	Europe	Poland - England		
643	Prominent	mdp.39015053037431	Conrad, Joseph	Nostromo: A Tale of the Seabord	1904.0	Fiction-Novel	Male	white	Europe	Poland - England		
645	Prominent	pst.000062475938	Conrad, Joseph	The Secret Agent: A Simple Tale	1907.0	Fiction-Novel	Male	white	Europe	Poland - England		
646	Prominent	inu.32000004078566	Conrad, Joseph	A Set of Six	1908.0	Fiction-Stories	Male	white	Europe	Poland - England		
647	Prominent	coo.31924013599190	Conrad, Joseph	Under Western Eyes	1911.0	Fiction-Novel	Male	white	Britain	England		
648	Prominent	mdp.39015008040225	Conrad, Joseph	Chance	1913.0	Fiction-Novel	Male	white	Britain	England		
649	Prominent	pst.000030844360	Conrad, Joseph	Victory	1915.0	Fiction-Novel	Male	white	Europe	Poland - England		
650	Prominent	uc2.ark:/13960/t1cj8gv9c	Conrad, Joseph	Within the Tides: Tales	1915.0	Fiction-Stories	Male	white	Europe	Poland - England		
651	Prominent	nyp.33433074942974	Conrad, Joseph	The Shadow Line	1917.0	Fiction-Novel	Male	white	Europe	Poland - England		
652	Prominent	osu.32435017802885	Conrad, Joseph	The Arrow of Gold	1919.0	Fiction-Novel	Male	white	Europe	Poland - England		
653	Prominent	uc1.b4538464	Conrad, Joseph	The Rescue	1920.0	Fiction-Novel	Male	white	Europe	Poland - England		
654	Prominent	uc1.32106014380601	Conrad, Joseph	The Rover	1923.0	Fiction-Novel	Male	white	Europe	Poland - England		
655	Prominent	uc1.b3810633	Conrad, Joseph	The Nature of a Crime	1923.0	Fiction-Novel	Male	white	Europe	Poland - England		
656	Prominent	mdp.39015008988373	Conrad, Joseph	Tales of Hearsay	1925.0	Fiction-Stories	Male	white	Europe	Poland - England		
657	Prominent	uc1.b4410171	Conrad, Joseph	Suspense: A Napoleonic Novel	1925.0	Fiction-Novel	Male	white	Europe	Poland - England		
658	Prominent	mdp.39015008995501	Conrad, Joseph	The Sisters	1928.0	Fiction-Novel	Male	white	Europe	Poland - England		
664	Prominent	mdp.39015048709714	de la Mare, Walter	Memoirs of a Midget	1921.0	Fiction-Novel	Male	white	Britain	England		
665	Prominent	inu.39000001588149	Delafield, E. M.	Diary of a Provincial Lady	1930.0	Fiction-Novel	Female	white	Britain	England		
666	Prominent	njp.32101068137924	Disraeli, Benjamin	Endymion	1880.0	Fiction-Novel	Male	white	Britain	England		
667	Prominent	mdp.39015092894172	Douglas, Norman [George]	Unprofessional Tales	1901.0	Fiction-Stories	Male	white	Europe	Austria - Britain		
668	Prominent	uva.x000427943	Douglas, Norman [George]	South Wind	1917.0	Fiction-Novel	Male	white	Europe	Austria - Britain		
669	Prominent	mdp.39015030742442	Douglas, Norman [George]	They Went	1920.0	Fiction-Novel	Male	white	Europe	Austria - Britain		
670	Prominent	uc1.$b242750	Douglas, Norman [George]	In the Beginning	1927.0	Fiction-Novel	Male	white	Europe	Austria - Britain		
671	Prominent	nyp.33433074968532	du Maurier, George	Trilby	1894.0	Fiction-Novel	Male	white	Europe	France		
672	Prominent	uc1.32106007991901	du Maurier, Daphne	Rebecca	1938.0	Fiction-Novel	Female	white	Britain	England		
690	Prominent	uc1.31822038204657	Firbank, [Arthur Annesley] Ronald	"""Odette d'Antrevernes"" and ""A Study in Temperament"""	1905.0	Fiction-Stories	Male	white	Britain	England		
691	Prominent	mdp.39015030738069	Firbank, [Arthur Annesley] Ronald	Vainglory	1915.0	Fiction-Novel	Male	white	Britain	England		
692	Prominent	mdp.39015030738333	Firbank, [Arthur Annesley] Ronald	Inclinations	1916.0	Fiction-Novel	Male	white	Britain	England		
693	Prominent	uc1.$b794738	Firbank, [Arthur Annesley] Ronald	Caprice	1917.0	Fiction-Novel	Male	white	Britain	England		
694	Prominent	umn.31951001206673a	Firbank, [Arthur Annesley] Ronald	Valmouth: A Romantic Novel	1919.0	Fiction-Novel	Male	white	Britain	England		
695	Prominent	uc1.b4095551	Firbank, [Arthur Annesley] Ronald	Santal	1921.0	Fiction-Novel	Male	white	Britain	England		
696	Prominent	mdp.39015030738325	Firbank, [Arthur Annesley] Ronald	The Flower Beneath the Foot	1923.0	Fiction-Novel	Male	white	Britain	England		
697	Prominent	uc1.b3834546	Firbank, [Arthur Annesley] Ronald	Prancing Nigger 	1924.0	Fiction-Novel	Male	white	Britain	England		
698	Prominent	inu.39000002572209	Firbank, [Arthur Annesley] Ronald	Concerning the Eccentricites of Cardinal Pirelli	1926.0	Fiction-Novel	Male	white	Britain	England		
699	Prominent	mdp.39015030738119	Firbank, [Arthur Annesley] Ronald	The Artificial Princess	1934.0	Fiction-Novel	Male	white	Britain	England		
701	Prominent	uc1.b4097693	Ford, Ford Madox	The Shifting of the Fire	1892.0	Fiction-Novel	Male	white	Britain	England		
702	Prominent	umn.31951p00148123s	Ford, Ford Madox	The Benefactor: A Tale of a Small Circle	1905.0	Fiction-Novel	Male	white	Britain	England		
703	Prominent	mdp.39015010471400	Ford, Ford Madox	The Fifth Queen: And How She Came to Court	1906.0	Fiction-Novel	Male	white	Britain	England		
704	Prominent	uc1.b3834538	Ford, Ford Madox	Privy Seal: His Last Venture	1907.0	Fiction-Novel	Male	white	Britain	England		
705	Prominent	uc1.b4095607	Ford, Ford Madox	An English Girl: A Romance	1907.0	Fiction-Novel	Male	white	Britain	England		
706	Prominent	uc1.32106001982351	Ford, Ford Madox	The Fifth Queen Crowned: A Romance	1908.0	Fiction-Novel	Male	white	Britain	England		
707	Prominent	uc1.b4095604	Ford, Ford Madox	Mr. Apollo: A Just Possible Story	1908.0	Fiction-Novel	Male	white	Britain	England		
708	Prominent	uc1.b3346919	Ford, Ford Madox	"The ""Half Moon"": A Romance of the Old World and the New"	1909.0	Fiction-Novel	Male	white	Britain	England		
709	Prominent	uc1.b4095308	Ford, Ford Madox	A Call: The Tale of Two Passions	1910.0	Fiction-Novel	Male	white	Britain	England		
710	Prominent	uc2.ark:/13960/t24b37r0x	Ford, Ford Madox	The Portrait	1910.0	Fiction-Novel	Male	white	Britain	England		
711	Prominent	gri.ark:/13960/t3kw8z43q	Ford, Ford Madox	Ladies Whose Bright Eyes	1911.0	Fiction-Novel	Male	white	Britain	England		
712	Prominent	uc1.c003356752	Ford, Ford Madox	The Simple Life Limited	1911.0	Fiction-Novel	Male	white	Britain	England		
713	Prominent	coo1.ark:/13960/t74t75g7m	Ford, Ford Madox	The New Humpty-Dumpty	1912.0	Fiction-Novel	Male	white	Britain	England		
714	Prominent	uc2.ark:/13960/t0pr7q78x	Ford, Ford Madox	The Panel: A Sheer Comedy	1912.0	Fiction-Novel	Male	white	Britain	England		
715	Prominent	uc2.ark:/13960/t1vd70k9k	Ford, Ford Madox	The Young Lovell: A Romance	1913.0	Fiction-Novel	Male	white	Britain	England		
716	Prominent	uc2.ark:/13960/t7vm4dr7d	Ford, Ford Madox	Mr. Fleight	1913.0	Fiction-Novel	Male	white	Britain	England		
717	Prominent	mdp.39015000666704	Ford, Ford Madox	The Good Soldier	1915.0	Fiction-Novel	Male	white	Britain	England		
718	Prominent	nyp.33433115574562	Ford, Ford Madox	Zeppelin Nights	1915.0	Fiction-Stories	Male	white	Britain	England		
720	Prominent	uc1.b3834532	Ford, Ford Madox	Some Do Not..., A Novel	1924.0	Fiction-Novel	Male	white	Britain	England		
721	Prominent	mdp.39015002606757	Ford, Ford Madox	No More Parades: A Novel	1925.0	Fiction-Novel	Male	white	Britain	England		
722	Prominent	uc1.b4095606	Ford, Ford Madox	A Man Could Stand Up--A Novel	1926.0	Fiction-Novel	Male	white	Britain	England		
723	Prominent	mdp.39015003675371	Ford, Ford Madox	Last Post	1928.0	Fiction-Novel	Male	white	Britain	England		
724	Prominent	uc1.b3834537	Ford, Ford Madox	A Little Less Than Gods: A Romance	1928.0	Fiction-Novel	Male	white	Britain	England		
725	Prominent	mdp.39015055182078	Ford, Ford Madox	No Enemy: A Tale of Reconstruction	1929.0	Fiction-Novel	Male	white	Britain	England		
726	Prominent	uc1.b3834533	Ford, Ford Madox	When The Wicked Man	1931.0	Fiction-Novel	Male	white	Britain	England		
727	Prominent	uc1.b3834539	Ford, Ford Madox	The Rash Act: A Novel	1933.0	Fiction-Novel	Male	white	Britain	England		
728	Prominent	uc1.$b104460	Ford, Ford Madox	Henry for Hugh: A Novel	1934.0	Fiction-Novel	Male	white	Britain	England		
729	Prominent	mdp.39015003675322	Ford, Ford Madox	Ladies Whose Bright Eyes (heavily revised)	1935.0	Fiction-Novel	Male	white	Britain	England		
730	Prominent	uc1.b4095427	Ford, Ford Madox	Vive Le Roy: A Novel	1936.0	Fiction-Novel	Male	white	Britain	England		
731	Prominent	umn.31951002044019w	Forster, E. M.	Where Angels Fear to Tread	1905.0	Fiction-Novel	Male	white	Britain	England		
732	Prominent	mdp.39076001541874	Forster, E. M.	The Longest Journey	1907.0	Fiction-Novel	Male	white	Britain	England		
733	Prominent	mdp.39015055599784	Forster, E. M.	A Room With a View	1908.0	Fiction-Novel	Male	white	Britain	England		
734	Prominent	mdp.39015005111680	Forster, E. M.	Howards End	1910.0	Fiction-Novel	Male	white	Britain	England		
735	Prominent	wu.89065155434	Forster, E. M.	The Celestial Omnibus and Other Stories	1911.0	Fiction-Stories	Male	white	Britain	England		
736	Prominent	uc1.32106016823210	Forster, E. M.	Maurice	1914.0	Fiction-Novel	Male	white	Britain	England		
737	Prominent	mdp.39015040661087	Forster, E. M.	A Passage to India	1924.0	Fiction-Novel	Male	white	Britain	England		
738	Prominent	mdp.39015003676882	Forster, E. M.	The Eternal Moment and Other Stories	1928.0	Fiction-Stories	Male	white	Britain	England		
741	Prominent	mdp.39015003681395	Galsworthy, John	Jocelyn	1898.0	Fiction-Novel	Male	white	Britain	England		
742	Prominent	uc1.$b284297	Galsworthy, John	Villa Rubein: A Novel	1900.0	Fiction-Novel	Male	white	Britain	England		
743	Prominent	mdp.39015003681346	Galsworthy, John	A Man of Devon	1901.0	Fiction-Stories	Male	white	Britain	England		
744	Prominent	mdp.39015003681411	Galsworthy, John	The Island Pharisees	1904.0	Fiction-Novel	Male	white	Britain	England		
745	Prominent	inu.39000003869802	Galsworthy, John	The Man of Property	1906.0	Fiction-Novel	Male	white	Britain	England		
746	Prominent	uc1.b3834403	Galsworthy, John	The Country House	1907.0	Fiction-Novel	Male	white	Britain	England		
747	Prominent	hvd.hwjway	Galsworthy, John	Fraternity	1909.0	Fiction-Novel	Male	white	Britain	England		
748	Prominent	mdp.39015003681916	Galsworthy, John	A Motley	1910.0	Fiction-Stories	Male	white	Britain	England		
750	Prominent	mdp.49015000979592	Galsworthy, John	The Patrician	1911.0	Fiction-Novel	Male	white	Britain	England		
751	Prominent	coo.31924013615509	Galsworthy, John	The Dark Flower	1913.0	Fiction-Novel	Male	white	Britain	England		
